City,Country,Latitude,Longitude,Population,Elevation,Timezone,GMT_offset
Akola,India,20.70957,76.9981,428857,285,Asia/Kolkata,5.5
Akonolinga,Cameroon,3.76667,12.25,17181,643,Africa/Douala,1
Akora,Pakistan,34.00337,72.12561,23288,294,Asia/Karachi,5
Akot,India,21.0963,77.0588,86917,311,Asia/Kolkata,5.5
Akouda,Tunisia,35.8691,10.5653,20027,33,Africa/Tunis,1
Akoupe,Ivory Coast,6.38423,-3.88759,35970,142,Africa/Abidjan,0
Akron,United States,41.08144,-81.51901,197542,295,America/New_York,-5
Aksaray,Turkey,38.37255,34.02537,152201,976,Europe/Istanbul,3
Aksay,Russia,47.25838,39.86675,38871,72,Europe/Moscow,3
Aksehir,Turkey,38.3575,31.41639,64446,1033,Europe/Istanbul,3
Aksu,"China, People's Republic of",41.18418,80.27921,340020,1119,Asia/Urumqi,6
Aksu,Kazakhstan,52.04023,76.92748,44808,123,Asia/Almaty,6
Aktobe,Kazakhstan,50.27969,57.20718,262457,210,Asia/Aqtobe,5
Aku,Nigeria,6.70902,7.31826,73742,299,Africa/Lagos,1
Akune,Japan,32.01667,130.2,25089,6,Asia/Tokyo,9
Akure,Nigeria,7.25256,5.19312,420594,353,Africa/Lagos,1
Akureyri,Iceland,65.68353,-18.0878,17693,-9999,Atlantic/Reykjavik,0
Akwanga,Nigeria,8.91077,8.40655,15985,454,Africa/Lagos,1
Akwatia,Ghana,6.04024,-0.80876,23766,138,Africa/Accra,0
Akyazi,Turkey,40.685,30.62222,25068,46,Europe/Istanbul,3
"Al 'Amarah",Iraq,31.83561,47.14483,323302,10,Asia/Baghdad,3
"Al 'Aziziyah",Iraq,32.90941,45.06359,44751,28,Asia/Baghdad,3
Al Aaroui,Morocco,35.0109,-3.00938,36021,177,Africa/Casablanca,1
Al Abyar,Libya,32.19,20.59653,32563,289,Africa/Tripoli,2
Al Ahmadi,Kuwait,29.07694,48.08389,637411,70,Asia/Kuwait,3
Al Ain City,United Arab Emirates,24.19167,55.76056,55091,275,Asia/Dubai,4
Al Ajaylat,Libya,32.75718,12.37633,130546,11,Africa/Tripoli,2
Al Bab,Syria,36.37051,37.5157,130745,460,Asia/Damascus,2
Al Badari,Egypt,26.99306,31.41605,44132,62,Africa/Cairo,2
Al Bahah,Saudi Arabia,20.01288,41.46767,88419,2176,Asia/Riyadh,3
Al Bajur,Egypt,30.43046,31.03679,36633,15,Africa/Cairo,2
Al Balyana,Egypt,26.23648,32.00387,48801,74,Africa/Cairo,2
Al Basrah al Qadimah,Iraq,30.50316,47.81507,2015483,7,Asia/Baghdad,3
Al Battaliyah,Saudi Arabia,25.43333,49.63333,16606,143,Asia/Riyadh,3
Al Bawiti,Egypt,28.34827,28.86936,20000,131,Africa/Cairo,2
Al Bayda,Yemen,13.98523,45.57272,37821,2005,Asia/Aden,3
"Al Bayda'",Libya,32.76272,21.75506,74594,631,Africa/Tripoli,2
Al Birah,Palestinian Territory,31.91001,35.21645,38192,852,Asia/Hebron,2
Al Bukayriyah,Saudi Arabia,26.13915,43.65782,25153,671,Asia/Riyadh,3
Al Burayj,Palestinian Territory,31.43944,34.40306,34951,40,Asia/Gaza,2
Al Buraymi,Oman,24.25088,55.79312,73670,297,Asia/Muscat,4
Al Fahahil,Kuwait,29.0825,48.13028,68290,18,Asia/Kuwait,3
Al Fallujah,Iraq,33.34913,43.78599,190159,45,Asia/Baghdad,3
Al Farwaniyah,Kuwait,29.2775,47.95861,86525,44,Asia/Kuwait,3
Al Fashn,Egypt,28.82306,30.89903,63793,39,Africa/Cairo,2
Al Faw,Iraq,29.97421,48.47309,104569,2,Asia/Baghdad,3
Al Fayyum,Egypt,29.30995,30.8418,306393,29,Africa/Cairo,2
Al Fintas,Kuwait,29.17389,48.12111,23071,8,Asia/Kuwait,3
Al Fqih Ben Calah,Morocco,32.50213,-6.68771,84072,444,Africa/Casablanca,1
Al Fujairah City,United Arab Emirates,25.11641,56.34141,86512,15,Asia/Dubai,4
Al Hamul,Egypt,31.31146,31.14766,45798,5,Africa/Cairo,2
Al Harithah,Iraq,30.58481,47.76114,92395,5,Asia/Baghdad,3
Al Hasaheisa,Sudan,14.75264,33.29836,28735,401,Africa/Khartoum,2
Al Hasakah,Syria,36.50237,40.74772,81539,305,Asia/Damascus,2
Al Hawamidiyah,Egypt,29.9,31.25,106841,23,Africa/Cairo,2
Al Hawatah,Sudan,13.41667,34.63333,24513,445,Africa/Khartoum,2
Al Hayy,Iraq,32.17419,46.04345,78272,20,Asia/Baghdad,3
Al Hazm,Yemen,16.16406,44.77692,18241,1116,Asia/Aden,3
Al Hilaliyya,Sudan,14.9398,33.234,17345,398,Africa/Khartoum,2
Al Hillah,Iraq,32.46367,44.41963,289709,33,Asia/Baghdad,3
Al Hindiyah,Iraq,32.54671,44.22765,57490,36,Asia/Baghdad,3
Al Hirak,Syria,32.74948,36.30582,23784,634,Asia/Damascus,2
Al Hoceima,Morocco,35.25165,-3.93723,395644,74,Africa/Casablanca,1
Al Hudaydah,Yemen,14.79781,42.95452,617871,10,Asia/Aden,3
Al Hufuf,Saudi Arabia,25.36467,49.58764,293179,159,Asia/Riyadh,3
Al Ibrahimiyah,Egypt,30.71877,31.56299,34638,14,Africa/Cairo,2
Al Jadid,Libya,27.05,14.4,126386,417,Africa/Tripoli,2
"Al Jahra'",Kuwait,29.3375,47.65806,24281,40,Asia/Kuwait,3
Al Jammaliyah,Egypt,31.18065,31.86497,68381,11,Africa/Cairo,2
Al Jawf,Libya,24.1989,23.29093,17320,391,Africa/Tripoli,2
Al Jubayhah,Jordan,32.01071,35.89802,46834,989,Asia/Amman,2
Al Jubayl,Saudi Arabia,27.0174,49.62251,237274,5,Asia/Riyadh,3
Al Jumayl,Libya,32.85286,12.0612,102000,4,Africa/Tripoli,2
Al Jumum,Saudi Arabia,21.61951,39.69659,22207,208,Asia/Riyadh,3
Al Khaburah,Oman,23.97144,57.09313,50223,7,Asia/Muscat,4
Al Khafji,Saudi Arabia,28.43905,48.49132,54857,3,Asia/Riyadh,3
Al Khankah,Egypt,30.21035,31.36812,62434,19,Africa/Cairo,2
Al Kharj,Saudi Arabia,24.15541,47.33457,425300,438,Asia/Riyadh,3
Al Kharjah,Egypt,25.45101,30.54653,67700,81,Africa/Cairo,2
Al Khawr,Qatar,25.68389,51.50583,18923,10,Asia/Qatar,3
Al Khums,Libya,32.64861,14.26191,201943,27,Africa/Tripoli,2
Al Kiswah,Syria,33.3581,36.2419,23526,724,Asia/Damascus,2
Al Kut,Iraq,32.5128,45.81817,315162,22,Asia/Baghdad,3
Al Mahallah al Kubra,Egypt,30.97063,31.1669,431052,17,Africa/Cairo,2
Al Mahbulah,Kuwait,29.145,48.13028,18178,7,Asia/Kuwait,3
Al Manaqil,Sudan,14.2459,32.9891,128297,413,Africa/Khartoum,2
Al Manqaf,Kuwait,29.09611,48.13278,39025,14,Asia/Kuwait,3
Al Mansurah,Egypt,31.03637,31.38069,420195,15,Africa/Cairo,2
Al Manzalah,Egypt,31.15823,31.936,67486,9,Africa/Cairo,2
Al Marj,Libya,32.49257,20.82909,85315,338,Africa/Tripoli,2
Al Marsa,Tunisia,36.87818,10.32466,65640,12,Africa/Tunis,1
Al Matariyah,Egypt,31.18287,32.03108,99357,10,Africa/Cairo,2
Al Mawsil al Jadidah,Iraq,36.33271,43.10555,2065597,239,Asia/Baghdad,3
Al Mayadin,Syria,35.01982,40.45154,54534,196,Asia/Damascus,2
Al Mijlad,Sudan,11.03333,27.73333,19997,434,Africa/Khartoum,2
Al Minshah,Egypt,26.4775,31.80394,61134,74,Africa/Cairo,2
Al Minya,Egypt,28.09193,30.75813,227150,52,Africa/Cairo,2
Al Miqdadiyah,Iraq,33.97861,44.93694,50698,60,Asia/Baghdad,3
Al Mishkhab,Iraq,31.80437,44.4893,23189,24,Asia/Baghdad,3
Al Mithnab,Saudi Arabia,25.86012,44.22228,60870,632,Asia/Riyadh,3
Al Mubarraz,Saudi Arabia,25.40768,49.59028,290802,148,Asia/Riyadh,3
Al Muharraq,Bahrain,26.25722,50.61194,97458,7,Asia/Bahrain,3
Al Munayzilah,Saudi Arabia,25.38333,49.66667,16296,148,Asia/Riyadh,3
Al Musayyib,Iraq,32.77872,44.29005,42901,37,Asia/Baghdad,3
Al Qadarif,Sudan,14.03493,35.38344,363945,608,Africa/Khartoum,2
Al Qanatir al Khayriyah,Egypt,30.19327,31.13703,56302,20,Africa/Cairo,2
Al Qanayat,Egypt,30.61927,31.46165,42912,15,Africa/Cairo,2
Al Qararah,Palestinian Territory,31.37389,34.34085,19500,40,Asia/Gaza,2
Al Qaryatayn,Syria,34.22956,37.24066,31748,745,Asia/Damascus,2
Al Qatif,Saudi Arabia,26.56542,50.0089,98259,3,Asia/Riyadh,3
Al Qitena,Sudan,14.8648,32.3668,18321,387,Africa/Khartoum,2
Al Qubbah,Libya,32.75684,22.24106,24631,598,Africa/Tripoli,2
Al Qunaytirah,Syria,33.12595,35.82461,36143,942,Asia/Damascus,2
Al Qurayn,Egypt,30.61618,31.73514,61730,12,Africa/Cairo,2
Al Qusayr,Egypt,26.10611,34.27716,24653,23,Africa/Cairo,2
Al Qusayr,Syria,34.5078,36.58029,41062,541,Asia/Damascus,2
Al Qusiyah,Egypt,27.44023,30.81712,68394,54,Africa/Cairo,2
Al Qutayfah,Syria,33.73848,36.60071,16118,934,Asia/Damascus,2
Al Shamkhah City,United Arab Emirates,24.39268,54.70779,61710,34,Asia/Dubai,4
Al Wajh,Saudi Arabia,26.24551,36.45249,26636,20,Asia/Riyadh,3
Al Wakrah,Qatar,25.17151,51.60337,26436,9,Asia/Qatar,3
Al Wasitah,Egypt,29.33778,31.20556,37453,33,Africa/Cairo,2
Al Yamun,Palestinian Territory,32.48563,35.23011,16164,177,Asia/Hebron,2
Al `Ayyat,Egypt,29.61972,31.2575,34796,25,Africa/Cairo,2
Al `Ayzariyah,Palestinian Territory,31.77078,35.26917,17455,566,Asia/Hebron,2
"Al'met'yevsk",Russia,54.90442,52.3154,140437,121,Europe/Moscow,3
Al-Hamdaniya,Iraq,36.27093,43.37758,50000,274,Asia/Baghdad,3
Al-`Ula,Saudi Arabia,26.60853,37.92316,32413,692,Asia/Riyadh,3
Alabaster,United States,33.24428,-86.81638,32707,145,America/Chicago,-6
Alabel,Philippines,6.10179,125.29048,43312,40,Asia/Manila,8
Alaca,Turkey,40.16833,34.8425,27019,923,Europe/Istanbul,3
Alafaya,United States,28.5641,-81.2114,78113,31,America/New_York,-5
Alaghsas,Niger,17.0187,8.0168,88561,519,Africa/Niamey,1
Alagir,Russia,43.04222,44.22222,19665,611,Europe/Moscow,3
Alagoa Grande,Brazil,-7.15833,-35.63,16406,334,America/Fortaleza,-3
Alagoinhas,Brazil,-12.13556,-38.41917,122688,158,America/Bahia,-3
Alajuela,Costa Rica,10.01625,-84.21163,47494,954,America/Costa_Rica,-6
Alamar,Cuba,23.15794,-82.27837,100000,38,America/Havana,-5
Alameda,United States,37.77099,-122.26087,78630,11,America/Los_Angeles,-8
Alaminos,Philippines,14.06391,121.24649,31427,152,Asia/Manila,8
Alamo,Mexico,20.91154,-97.67554,25159,23,America/Mexico_City,-6
Alamo,United States,26.18369,-98.12306,19246,35,America/Chicago,-6
Alamogordo,United States,32.89953,-105.96027,30753,1319,America/Denver,-7
Aland,India,17.56425,76.56854,39064,499,Asia/Kolkata,5.5
Alandi,India,18.67756,73.89868,21383,572,Asia/Kolkata,5.5
Alandur,India,13.0025,80.20611,153775,15,Asia/Kolkata,5.5
Alangayam,India,12.62235,78.75207,17357,505,Asia/Kolkata,5.5
Alangulam,India,8.86404,77.49937,28558,125,Asia/Kolkata,5.5
Alanya,Turkey,36.54375,31.99982,112969,11,Europe/Istanbul,3
Alapayevsk,Russia,57.85158,61.69627,44000,133,Asia/Yekaterinburg,5
Alapli,Turkey,41.1814,31.38514,20890,7,Europe/Istanbul,3
Alappuzha,India,9.49004,76.3264,176783,8,Asia/Kolkata,5.5
Alaquas,Spain,39.45568,-0.461,30392,48,Europe/Madrid,1
Alarobia,Madagascar,-18.96667,47.73333,16000,1389,Indian/Antananarivo,3
Alasehir,Turkey,38.35083,28.51718,48147,207,Europe/Istanbul,3
"Alatyr'",Russia,54.8421,46.5813,42156,135,Europe/Moscow,3
Alba,Italy,44.6999,8.0347,24923,178,Europe/Rome,1
Alba Iulia,Romania,46.06667,23.58333,66085,219,Europe/Bucharest,2
Albacete,Spain,38.99424,-1.85643,169716,695,Europe/Madrid,1
Albal,Spain,39.4,-0.41667,15443,14,Europe/Madrid,1
Albano Laziale,Italy,41.72748,12.659,26684,382,Europe/Rome,1
Albany,Australia,-35.02692,117.88369,33650,14,Australia/Perth,8
Albany,United States,31.57851,-122.29775,19735,13,America/Los_Angeles,-5
Albany Creek,Australia,-27.35364,152.96848,15532,38,Australia/Brisbane,10
Albany Park,United States,41.96836,-87.72339,52079,187,America/Chicago,-6
Albardon,Argentina,-31.43722,-68.52556,20413,641,America/Argentina/San_Juan,-3
Albemarle,United States,35.35014,-80.20006,16003,145,America/New_York,-5
Albenga,Italy,44.04997,8.21829,17103,4,Europe/Rome,1
Albert Lea,United States,43.64801,-93.36827,17674,382,America/Chicago,-6
Alberton,South Africa,-26.26786,28.12225,121536,1574,Africa/Johannesburg,2
Albertslund,Denmark,55.65691,12.36381,30000,12,Europe/Copenhagen,1
Albertville,France,45.67452,6.39061,19113,346,Europe/Paris,1
Albertville,United States,34.26783,-86.20878,21462,323,America/Chicago,-6
Albi,France,43.9298,2.148,52409,177,Europe/Paris,1
Albignasego,Italy,45.34705,11.86781,16477,11,Europe/Rome,1
Alblasserdam,Netherlands,51.86583,4.66111,18348,0,Europe/Amsterdam,1
Albolote,Spain,37.23088,-3.6551,17089,654,Europe/Madrid,1
Alborada Jaltenco,Mexico,19.66194,-99.06889,15235,2245,America/Mexico_City,-6
Alboraya,Spain,39.5,-0.35,22405,10,Europe/Madrid,1
Albstadt,Germany,48.21644,9.02596,46664,733,Europe/Berlin,1
Albu Kamal,Syria,34.45226,40.91854,57572,178,Asia/Damascus,2
Albufeira,Portugal,37.08819,-8.2503,15851,14,Europe/Lisbon,0
Albuquerque,United States,35.08449,-106.65114,559121,1513,America/Denver,-7
Alcabideche,Portugal,38.73366,-9.40928,33315,122,Europe/Lisbon,0
Alcala de Guadaira,Spain,37.33791,-5.83951,70155,71,Europe/Madrid,1
Alcala de Henares,Spain,40.48205,-3.35996,204574,597,Europe/Madrid,1
Alcala la Real,Spain,37.4614,-3.92301,22783,918,Europe/Madrid,1
Alcalde Diaz,Panama,9.12273,-79.55667,20285,195,America/Panama,-5
Alcamo,Italy,37.9779,12.96473,44431,280,Europe/Rome,1
Alcaniz,Spain,41.05,-0.13333,16392,346,Europe/Madrid,1
Alcantarilla,Spain,37.96939,-1.21714,41084,76,Europe/Madrid,1
Alcazar de San Juan,Spain,39.39011,-3.20827,30675,649,Europe/Madrid,1
Alchevsk,Ukraine,48.46893,38.81669,116000,211,Europe/Zaporozhye,2
Alcobaca,Portugal,39.55223,-8.97749,15800,38,Europe/Lisbon,0
Alcobendas,Spain,40.54746,-3.64197,107514,696,Europe/Madrid,1
Alcorcon,Spain,40.34582,-3.82487,167967,729,Europe/Madrid,1
Alcoy,Spain,38.70545,-0.47432,61552,554,Europe/Madrid,1
Alcudia,Spain,39.85316,3.12138,19071,19,Europe/Madrid,1
Aldaia,Spain,39.46569,-0.46005,29914,49,Europe/Madrid,1
Aldama,Mexico,28.83669,-105.91423,18642,1269,America/Chihuahua,-7
Aldan,Russia,58.61021,125.39613,24426,655,Asia/Yakutsk,9
Alderetes,Argentina,-26.81667,-65.13333,38466,454,America/Argentina/Tucuman,-3
Aldershot,United Kingdom,51.24827,-0.76389,61339,99,Europe/London,0
Aldine,United States,29.93245,-95.38021,15869,27,America/Chicago,-6
Aldridge,United Kingdom,52.60549,-1.91715,16008,162,Europe/London,0
Aleg,Mauritania,17.05314,-13.91312,15211,40,Africa/Nouakchott,0
Alegre,Brazil,-20.76361,-41.53306,19757,248,America/Sao_Paulo,-3
Alegrete,Brazil,-29.78306,-55.79194,87236,107,America/Sao_Paulo,-3
Aleksandrov,Russia,56.39516,38.71216,64088,189,Europe/Moscow,3
Aleksandrovsk,Russia,59.1581,57.5695,15486,174,Asia/Yekaterinburg,5
Aleksandrovskoye,Russia,44.71417,43.00083,28006,295,Europe/Moscow,3
Aleksandrow Lodzki,Poland,51.81965,19.30384,20292,195,Europe/Warsaw,1
Alekseyevka,Russia,50.63092,37.8,39848,106,Europe/Moscow,3
Aleksin,Russia,54.50503,37.0674,66885,154,Europe/Moscow,3
Aleksotas,Lithuania,54.88037,23.90842,24270,73,Europe/Vilnius,2
Alem Paraiba,Brazil,-21.88778,-42.70444,33907,148,America/Sao_Paulo,-3
Alencon,France,48.43476,0.09311,30786,147,Europe/Paris,1
Alenquer,Brazil,-1.94167,-54.73833,26290,32,America/Santarem,-3
Aleppo,Syria,36.20124,37.16117,1602264,401,Asia/Damascus,2
Ales,France,44.12489,4.08082,42410,135,Europe/Paris,1
Aleshtar,Iran,33.86419,48.26258,27701,1614,Asia/Tehran,3.5
Alessandria,Italy,44.90924,8.61007,64178,100,Europe/Rome,1
Alesund,Norway,62.47225,6.15492,44096,3,Europe/Oslo,1
Alexandra Hills,Australia,-27.53221,153.22889,16043,54,Australia/Brisbane,10
Alexandria,Egypt,31.20176,29.91582,3811516,9,Africa/Cairo,2
Alexandria,Romania,43.98333,25.33333,49346,48,Europe/Bucharest,2
Alexandria,United States,31.31129,-77.04692,153511,15,America/Chicago,-5
Alexandroupoli,Greece,40.84995,25.87644,52979,19,Europe/Athens,2
Aleysk,Russia,52.4926,82.7822,28019,176,Asia/Barnaul,7
Alfafar,Spain,39.41667,-0.38333,20853,7,Europe/Madrid,1
Alfeld,Germany,51.98382,9.81989,19138,91,Europe/Berlin,1
Alfena,Portugal,41.23671,-8.52454,15211,117,Europe/Lisbon,0
Alfenas,Brazil,-21.42917,-45.94722,71406,887,America/Sao_Paulo,-3
Alfortville,France,48.80575,2.4204,37290,36,Europe/Paris,1
Alfragide,Portugal,38.73203,-9.2192,17044,127,Europe/Lisbon,0
Alfreton,United Kingdom,53.09766,-1.38376,22550,141,Europe/London,0
Alfter,Germany,50.73333,7.01667,21814,85,Europe/Berlin,1
Algeciras,Spain,36.13326,-5.45051,116209,29,Europe/Madrid,1
Algemesi,Spain,39.19042,-0.43572,28308,32,Europe/Madrid,1
Alges,Portugal,38.70245,-9.22936,19327,16,Europe/Lisbon,0
Algete,Spain,40.59711,-3.49743,20204,721,Europe/Madrid,1
Alghero,Italy,40.55969,8.31953,34261,18,Europe/Rome,1
Algiers,Algeria,36.73225,3.08746,1977663,113,Africa/Algiers,1
Algonquin,United States,42.16558,-88.29425,30571,227,America/Chicago,-6
Algorta,Spain,43.34927,-3.0094,82624,51,Europe/Madrid,1
Algueirao,Portugal,38.79764,-9.3437,66250,176,Europe/Lisbon,0
Alhama de Murcia,Spain,37.85103,-1.42507,19860,201,Europe/Madrid,1
Alhambra,United States,33.49838,-112.13432,127764,153,America/Los_Angeles,-7
Alhaurin de la Torre,Spain,36.66401,-4.56139,35114,93,Europe/Madrid,1
Alhaurin el Grande,Spain,36.643,-4.68728,23319,249,Europe/Madrid,1
Aliaga,Philippines,15.5,120.843,34020,28,Asia/Manila,8
Aliaga,Turkey,38.79975,26.97203,44883,24,Europe/Istanbul,3
Alibag,India,18.64813,72.87579,20752,7,Asia/Kolkata,5.5
Alicante,Spain,38.34517,-0.48149,334757,18,Europe/Madrid,1
Alice,United States,27.75225,-98.06972,19408,70,America/Chicago,-6
Alice Springs,Australia,-23.69748,133.88362,25186,583,Australia/Darwin,9.5
Alicia,Philippines,16.77936,121.69734,24732,75,Asia/Manila,8
Alief,United States,29.71106,-95.59633,98725,27,America/Chicago,-6
Aliganj,India,27.49358,79.17127,26652,163,Asia/Kolkata,5.5
Aligarh,India,27.88145,78.07464,753207,189,Asia/Kolkata,5.5
Aligudarz,Iran,33.404,49.69179,91041,1985,Asia/Tehran,3.5
Alimos,Greece,37.91033,23.72361,41720,44,Europe/Athens,2
Alingsas,Sweden,57.93033,12.53345,26329,66,Europe/Stockholm,1
Alipur,India,28.79862,77.13314,20736,213,Asia/Kolkata,5.5
Alipur,Pakistan,29.38242,70.91106,33601,107,Asia/Karachi,5
Alipur Duar,India,26.4835,89.52286,65232,49,Asia/Kolkata,5.5
Aliso Viejo,United States,33.56504,-117.72712,50195,133,America/Los_Angeles,-8
Aliwal North,South Africa,-30.69366,26.71141,44436,1325,Africa/Johannesburg,2
Aljaraque,Spain,37.26989,-7.02313,17960,30,Europe/Madrid,1
Alkmaar,Netherlands,52.63167,4.74861,94853,5,Europe/Amsterdam,1
Allada,Benin,6.66547,2.15138,20094,93,Africa/Porto-Novo,1
Allahabad,India,25.44478,81.84322,1073438,99,Asia/Kolkata,5.5
Allanridge,South Africa,-27.75431,26.64382,31700,1322,Africa/Johannesburg,2
Allapattah,United States,25.81454,-80.22394,54289,11,America/New_York,-5
Allauch,France,43.33573,5.48201,21406,220,Europe/Paris,1
Allen,Argentina,-38.97736,-67.82714,26083,258,America/Argentina/Salta,-3
Allen,United States,33.10317,-96.67055,98143,205,America/Chicago,-6
Allen Park,United States,42.25754,-83.21104,27425,182,America/Detroit,-5
Allendale,United States,42.97225,-85.95365,17579,201,America/Detroit,-5
Allende,Mexico,18.15514,-100.85111,20694,17,America/Mexico_City,-6
Allentown,United States,40.60843,-75.49018,120207,107,America/New_York,-5
Alliance,United States,40.91534,-81.10593,22055,354,America/New_York,-5
Allison Park,United States,40.55951,-79.95867,21552,276,America/New_York,-5
Alliston,Canada,44.15011,-79.86635,18809,223,America/Toronto,-5
Alloa,United Kingdom,56.11586,-3.78997,20390,22,Europe/London,0
Allschwil,Switzerland,47.55074,7.53599,18189,288,Europe/Zurich,1
Alma,Canada,48.55009,-71.6491,29526,90,America/Toronto,-5
Almada,Portugal,38.67902,-9.1569,34008,58,Europe/Lisbon,0
Almansa,Spain,38.86917,-1.09713,25727,702,Europe/Madrid,1
Almassora,Spain,39.94729,-0.06313,24963,37,Europe/Madrid,1
Almaty,Kazakhstan,43.25667,76.92861,2000900,787,Asia/Almaty,6
Almeirim,Brazil,-1.52333,-52.58167,20464,6,America/Santarem,-3
Almelo,Netherlands,52.35667,6.6625,72725,15,Europe/Amsterdam,1
Almenara,Brazil,-16.18361,-40.69444,29333,193,America/Sao_Paulo,-3
Almendralejo,Spain,38.68316,-6.40747,33588,338,Europe/Madrid,1
Almere Stad,Netherlands,52.37025,5.21413,176432,-3,Europe/Amsterdam,1
Almeria,Spain,36.83814,-2.45974,188810,21,Europe/Madrid,1
Almirante Tamandare,Brazil,-25.32472,-49.31,89499,956,America/Sao_Paulo,-3
Almonte,Spain,37.2647,-6.51667,21782,74,Europe/Madrid,1
Almora,India,29.59713,79.65911,32442,1600,Asia/Kolkata,5.5
Almoradi,Spain,38.10879,-0.79197,19147,17,Europe/Madrid,1
Almozara,Spain,41.66124,-0.90169,25767,205,Europe/Madrid,1
Almunecar,Spain,36.73393,-3.69072,27696,24,Europe/Madrid,1
Alnavar,India,15.42727,74.74111,16926,576,Asia/Kolkata,5.5
Alofi,Niue,-19.05451,-169.91768,624,44,Pacific/Niue,-11
Aloha,United States,45.49428,-122.86705,49425,64,America/Los_Angeles,-8
Along,India,28.16951,94.8006,18425,268,Asia/Kolkata,5.5
Alor Gajah,Malaysia,2.3804,102.2089,20163,19,Asia/Kuala_Lumpur,8
Alor Setar,Malaysia,6.12104,100.36014,217368,7,Asia/Kuala_Lumpur,8
Alot,India,23.76336,75.55662,23134,448,Asia/Kolkata,5.5
Alotenango,Guatemala,14.48585,-90.80437,17410,1405,America/Guatemala,-6
Alpharetta,United States,34.07538,-84.29409,63693,348,America/New_York,-5
Alphen aan den Rijn,Netherlands,52.12917,4.65546,70251,1,Europe/Amsterdam,1
Alpignano,Italy,45.09346,7.52392,16598,339,Europe/Rome,1
Alquizar,Cuba,22.80517,-82.58392,15275,21,America/Havana,-5
Alsdorf,Germany,50.87673,6.16399,46340,167,Europe/Berlin,1
Alsfeld,Germany,50.75185,9.27082,17771,273,Europe/Berlin,1
Alsip,United States,41.66892,-87.73866,19346,192,America/Chicago,-6
Alt-Hohenschoenhausen,Germany,52.54608,13.5013,42609,55,Europe/Berlin,1
Alta Gracia,Argentina,-31.65292,-64.42826,40384,556,America/Argentina/Cordoba,-3
Altadena,United States,34.18973,-118.13118,42777,420,America/Los_Angeles,-8
Altagracia de Orituco,Venezuela,9.86005,-66.38139,40052,352,America/Caracas,-4
Altai,Mongolia,46.37222,96.25833,15800,2156,Asia/Hovd,7
Altamira,Brazil,-3.20333,-52.20639,70888,101,America/Santarem,-3
Altamira,Mexico,22.39215,-97.93867,59536,14,America/Monterrey,-6
Altamont,United States,42.20681,-121.73722,19257,1259,America/Los_Angeles,-8
Altamonte Springs,United States,28.66111,-81.36562,43159,33,America/New_York,-5
Altamura,Italy,40.82664,16.54952,67821,475,Europe/Rome,1
Altay,"China, People's Republic of",47.84864,88.13361,139341,866,Asia/Urumqi,6
Altdorf,Germany,49.3856,11.3573,15312,445,Europe/Berlin,1
Altea,Spain,38.59885,-0.05139,23780,56,Europe/Madrid,1
Altena,Germany,51.29472,7.67337,20862,167,Europe/Berlin,1
Altenburg,Germany,50.98763,12.43684,38568,193,Europe/Berlin,1
Altepexi,Mexico,18.37035,-97.29966,18217,1238,America/Mexico_City,-6
Altglienicke,Germany,52.41116,13.5355,26426,45,Europe/Berlin,1
Alto Barinas,Venezuela,8.5931,-70.2261,284289,194,America/Caracas,-4
Alto Lucero,Mexico,20.95361,-97.44194,15011,37,America/Mexico_City,-6
Alton,United Kingdom,51.14931,-0.97469,16584,104,Europe/London,0
Alton,United States,26.28729,-90.18428,15760,152,America/Chicago,-6
Altona,Germany,53.55,9.93333,250192,34,Europe/Berlin,1
Altona Meadows,Australia,-37.88413,144.78367,18874,9,Australia/Melbourne,11
Altoona,United States,40.51868,-78.39474,16984,288,America/Chicago,-5
Altos,Brazil,-5.03806,-42.46,28768,192,America/Fortaleza,-3
Altotonga,Mexico,19.76613,-97.24514,19722,1895,America/Mexico_City,-6
Altrincham,United Kingdom,53.38752,-2.34848,41548,42,Europe/London,0
